score,content
5,keren bgt dpet diskon pulsa sampe  thanks you tokped
5,bagus
5,sangat bagus
3,bintang tiga jika develop tidak menyeleksi penjual yg sering nipu dan sistem komplain sama sekakai tak tidak adil lebih membela penjual daripada pembeli jika tidak dibenahi bisa bernasib sama dengan bukalapak
5,sangat membantu bagi yang tidak bisa kontan
4,terima kasih
5,sangat cocok baik pelayanan
5,barang banyak pilihan harga terjangkau pengembalian uang tdk perlu minggu lama
1,tdk mndidik
5,sangat membantu untuk belanja online semoga suxe terus kedepanya
1,sabar ada batasnya
1,developer tolong jangan cuma mihak penjual ngulur proses pengiriman estiamsi di awal  hari jadi manjang  hari sering ajuin pembatalan di tolak tapi ga di kirim chat cfs di cuekin sekali nya bales suruh nunggu pengiriman
1,saya ga beli pakai promo apapun knp masi gabisa beli kan ga termasuk mendapat keuntungan pribadi akun udh terverifikasi biar bisa masuk ke bank tp ttp gabisa pindahin saldo bilangnya blm terverifikasi saya bayar pake flip masuknya ke saldo tokped ga balik ke flip gabisa dipake uangnya tolong kejelasannya saya ada  akun tp gapake promo  beda informasi yg di  akun tsb karena yg  pake no ibu sy komplen ke chatt sistem gabisa
1,parahh pdhl sy co tnggl  katanya nyampainya tnggl  ini smpai tnggl  blum ada kabar mau komplain kbnykn nunggu lama  apk ruwet kebnyakan download ngabisin kuota hasilnya apa sampah mn tanggung jawabnyaa
5,mantap semoga lancar dam benar
1,tidak tanggung jawab pengiriman dan garansi pengiriman parah
5,mantaapp
1,setelah diupdate untuk melihat transaksi semakin ribet
1,terlalu kecewa saya pengiriman barang tokopedia apalagi yang kerjasama dengan jne pakai ngarang segala katanya alamat  tempat kerja  saya sudah tutup padahal belum dihubungi minta waktu penjadwalan ulang kayak orang ga punya dosa
4,baik sekali
1,sangat disayangkan pencairan dana seller menjadi  hari disaat mp sebelah hari udah pada cair
1,mau chekout malah gagal terus padahal saldo udah ada hadeh jadi gamud belanja di sini
3,update mulu
5,oke pastinya untuk belanja
1,saya mau ganti nomer telponnomor yan akan saya pakai sudah terdaftar di akun yg sudah di tutupapa saya masih boleh pakai jasa tokopedia
4,respon lumayan cepat
1,sulit daftarnya harus pake no yang ber beda
1,loading nya lama kadang kadang suka bug kenapa suruh update terus padahal setelah update ga ada yang berubah pengiriman lambat suka stuck berhari hari mohon di perbaiki biar ga update update terus
1,sangat bagus
5,hallo saya kasih rating tinggi karna dari dulu selalu pakai aplikasi ini buat belanja online
1,makin ke sini tokped makin ancur sementara toko sebelah makin gacor
1,apala ini tokopedia makin update makin ribet makin burik kalo mau buat shorcut aplikasi yang bener lah makin nyusahin aja tolong ya di revisi
1,mending kalian urungkan niat untuk download dan belanja di aplikasi ini serius saya belanja  pesanan sya tidak sesuai mau minta balikin uang udah sebulan lebih  gak di balikin juga pdahal barang dan sampai ke penjual dalam kondisi baik sumpah nyesal aku belanja di sini  rts ribu bukan uang yang sedikit udah hampir  bulan msih nunggu tapi tetap gak ada respon
5,aplikasi bagus toko pedia emang mantap
4,pelayaanan cepat
1,tolong berikan pemilihan kurir seperti dulu lama sekali kurir pilihan tokped bikin emosi
1,iklan mulu setiap aku main game
3,payah cekpoint yg tersimpan di aplikasi berubah sendiri barang jadi nyasar
1,itu id express g mau di apus ajah g jelas barang gw g nyampe g bisa di cek resi lelet lagi malah kurir rekomendasi tokopedia cih
1,knp sekarang customer care tokopedia semakin slow respon kecewa banget mau komplain pengiriman barang yg harusnya sameday malah  hari blm diproses kirim kecewa auto delete klo begini caranya sudah chat custumer care toko pedia tapi tidak di balas fix delete
5,bagus pengiriman cepet
5,belum pernah blanja di tokopedia saya coutumer baru smoga blanja ditoko pedia slalu mendapatkan freeongkir setiap berbelanja
4,tolong dong kasih penilaian buat kurir kasian toko nya buat pelampiasan
2,murah murah belanja di tokped bagus pengiriman juga cepet terus kenapa aku kasih bintang  respon cs nya lama banget sama mau tarik saldo refund gk bisa gak nerima kode otp nya padahal nomernya udah bener terus giliran aku coba hapus apk lalu masuk lagi padahal masuknya sama  nomer ya kok malah yang masuk akun baru bukan akun ku yang biasanya aneh udah gitu masih punya saldo refund huhuhutanya kendala malah gk ada responnya gimana dongg huhu
1,jelek
5,ok
3,pengiriman sangat lama udh nunggu hampir seminggu malah di kembalikan gara² libur sekarang masi nunggu aplikasi yang hebat cuma di aplikasi ini aja saya dapat pelayanan luar biasa seperti ini tetep sabar aja lah
5,baik
1,tolong di percepat paketnya min padahal paket saya datang tanggal  dari pagi sampe sore saya nunggu gak dateng dateng tolong isi fitur percepat pesanan tolong banget paket isinya baju buat saya besok tolong percepat
4,mohon bantuannya agar data dan informasi saya tidak dipublikasikan
1,pelayanan buruk kelalaian besar yang dilakukan dari toko official nya tidak ditangani dengan baik bahkan dalam proses mengganti rugi masih menerapkan strategi marketing nya
5,mantap
2,perbaiki lah tokopedia card nya ngomongnya tagihan akan muncul tiap tgl  tapi ini udah tgl  masih belum muncul pembayaran tagihan bulan kemarin juga knpa belum d update
5,sip mantep banget
5,sering sering promo kayak aplikasi sebelah
5,kerenbanyak promo nyathanks toko pedia
1,lelet
5,bagus aplikasi best
2,kok aneh ya baru juga belanja x pakai gopay later  sudah ga bisa dipakai lg gopay laternya malah minta diaktifin di tokpednya aneh bin ajawib
5,mantap dan gercep opsi pembayaran ok apalagi ada paylater tokopedia semakin top lah
3,tiap ada pembaruan apk selalu membingunkan bukannya tambah mudah tambah ribet
5,murah meriah
5,memuaskan
5,mantap man
2,klo bagus layanan nya ditambah lagi  nya
1,lebay bgt baru chekot ga bisa di batalin harus persetujuan seller dlu  seller mana mau pesenan yg udh masuk di batalin
5,okbanget
5,kurir rekomendasi buat apa paket  kali ganti kurir  hari enggak ada gerak lempar aja terus
5,sejauh ini baguslah
5,hebat
1,tokopedia jelek bangett engga bisa nyelesain masalah barang mau di refund susah banget rasanya di urus
1,fitur plus dinonaktifkan langganan  bulan baru berjalan bulan ke  tanpa alasan yg jelas di chat via tokopedia care ga di respon pelayanan ga profesional terus bagaimana dgn yg sisa  bulan lagi sy bayar lho  ga minta gratisan
1,iklanya muncul sendiri mulu cvk
5,bagus
5,nyaman
4,gampang
1,saya minta pengembalian dana namun responnya lambat benar udah hampir  minggu saya tunggu tapi belum belum di balas
3,oke
2,parah kalau soal pengiriman ada lah  minggu barang gak sampe sampe  terus dibatalin sistem saya co ulang dan bener aja dah ada seminggu belum dateng  disebelah hari dah sampe
5,mantap promo
5,tok nya banyak yang amanah
4,coba jangan cuma gratis ongkir yg di gaung kantp pengiriman di utamakansoal nya sama ajamo pengiriman bayargratis sama saja lama
5,sangat membantu untuk mencari barang
3,ini aplikasi knp ya gak ada fitur pencarian menggunakan gambar pdahal ini fitur sngt penting untuk mencari produkbarang menggunakan gambar tapi tidak ada di tokopedia
5,bagus
5,terimakasih tokopedia semoga lancar usaha nya
5,ok
5,ok
5,kebijakan  november  sepertinya bakal membuat toped hancur
1,barang bulak balik bulak balik gak jelas kurir sama pihak tokopedia gak ada kerjasama nya masa pembeli sudah terima barang sedangkan di sini paket bulak balik gak ada notip barang sudah sampai tujuan udah seminggu gak ada uang saldo masuk ke akun tokopedia sayah
1,paket kiriman semakin gak jelas sampai nya  kurir atau toped sendiri yg sudah tidak profesional capek dech
1,paket  kurir  gak karuan sekarang
5,di tiktok shop banyak penipuan barang tidak sesuai
2,kenapa fitur transaksi di pindah yang awalnya mudah di akses harus ke profil dulu sekarang
3,setiap beberapa detik iklan terus  saya bukan gak suka tokopedia tapi saya capek jadi kalo saya bikin  bintang nya gpp ya itu hanya pendapat saya mohon maaf jika saya kesannya seperti tidak suka saya tidak bermaksud menyinggung
5,ok
5,keren tokped
5,ok cukup membantu dalam mancati produk
5,sebenarnya diskon ongkir sangat membantu akan tetapi pada pengirimannya terlalu lama oleh kurirnya yg biasanya reguler bisa  hari sampai pakai diskon bisa sampai seminggu baru sampai
1,adminnya buruk sangat membela penjual daripada pembeli sudah tertulis pengiriman paling lambat tgl  april tapi penjual belum mengirim barang sekarang diperpanjang lagi sama admin swtelah di komplen minta uang di kembalikan tidak boleh sama admin lebih baik jangan download aplikasi ini ribet bila komplen pembeli tidak akan di pihak
5,senang belanja d sinikarenabanyak beragam produk berkualitas dan sellerpenjual yg baik
5,oke
2,barang yg saya tambahkan lewat browser tidak muncul di aplikasi dulu bisa skg kok kenapa gak bisa
5,terlalu besar aplikasinya jadi tidak muat untuk android type lama
1,pesanan kami tdk bisa dilacak
2,saat perangkat mode gelap  kerika cek lacak tulisan dan backgroundnya berwarna putih jd gk kelihatan
5,good
5,good
5,seneng ada promo ketika bayar listrik
3,transaksi yg mudah pesanan
1,peraturan ditokopediakesalahan kirim barang dari seller ongkir akan ditanggung pembeli saat pengembalian agak laen emang  mimin tokopedia kebanyakan tidur
5,mantap
1,kupon gratis ongkir jarang
5,bagus sangat
1,jelek lambat proses komplain nya gak kayak si oren yang gercep barang gw diretur kurir trus gw komplain dari tanggal  sampai tanggal  pun masih diproses mulu njink padahal dana nya mau dipake padahal gak sampe keluar pulau pengiriman nya apalgi jark lokasi tempat gw pesen cuman  jam an dari lokasi gw tapi malah butuh hampir  minggu di proses njink gak lagi dah gw pesen pake ni ijo
5,oke
1,lagi beli barang tiba tiba di batalkan sistem
5,sip
5,aplikasi tergokil gak ada apk belanja sekumplit dan termurah hanya di tokopedia semoga apk ini jaya terus sukses selalu
5,diskon pengguna baru nya oke si tapi banyak toko yg ga nerima pesanan karena murah mungkin tolong lah toko seperti itu di tindak
5,ok
5,mantab
1,sudah lebih dari satu bulan sejak saya melakukan pemesanan namun barang tersebut belum juga saya terima saya sudah beberapa kali menghubungi customer care dan terakhir diinformasikan bahwa saya harus menunggu lebih lama lagi tanpa penjelasan yang jelas mengenai alasan keterlambatan
5,puas banget dengan promo di toko pedia
5,jos
5,murah murah harganya
5,sangat bagus
1,ngeri² harganya mana gak ada promo lagi
1,makin gak niat ini aplikasi fitur pencariannya gak guna mau cari barang diketik nama barangnya yang muncul malah yang lain harus scrol terus ke bawah cari yang dimaksud mana yang ditampilkan barang yang lain kebanyakan bikin cape  eneq cari barang di tokopedia kembali seperti yang dulu hanya munculin barang yang dicari bukan yang lain kalau seperti ini terus dijamin gak bakal yang mau beli di aplikasi ini mesin pencariannya busuk
1,semenjak ketentuan baru udh gabisa beli keperluan rokok elektrik ga gunaa beli lewat google ga dpt gratis ongkir
5,baik
1,parah sekelas tokopedia ga punya call centermau minta pengembalian dana aja ribetkrn return barang tp alamat penjual bad addresedangkan dana refund blm diterima kalo ada call center kan enak bs minta solusiini cari jwb di toped nya ga ada solusi
5,cod dong
5,sangat memuaskan
5,ok
1,gak ada solusi
5,layanan mudah dan lancar
1,tokopedia saya tidak bisa di buka lewat hp saya kenapa yaa
1,jarang ada promo flash sale
5,mantap
5,mudah
5,
1,iklan mengganggu tidak pernah belanja di toped tapi iklan nya muncul terus di wa sangat mengganggu
4,tank you
4,program untung berhadiah emang ada yg pernah dapat
1,saran bagi seller atau pembeli jangan ambil kurir si cepat penipuan paket ku hilang entah kemana gak ada tindak lanjut juga dari tokopedia jaminan garansi nya gak ada seperti lepas tanggung jawab yang dirugikan lebih ke seller kapok pakek tokopedia gak akan lagi jualan di tokopedia
1,pengiriman melalui sapx berbahaya mengarah ke penipuan
1,penanganan terhadap barang yang belum sampai hingga melewati batas estimasi lama bangetrespon nya ga gercep
3,notifikasi gak penting muncul mulu
1,untuk developer app tolong id jangan di masukkan lagi atau minimal bisa pilih jasa kirim lah saya sudah berkali kali dapat expedisi id express hari besar atau hari normal itu sama saja lama banget kalo di pilihin jasa kirim ini tolong bisa dipilihkan jasa kirim selain id expres kepada siapa lagi saya komplain kalo komplain di web id nya langsung itu malah robot yang jawab saya komplain di gerai id terdekat itu malah ga direspon susah juga ini min sedangkan barangnya ditunggu
3,berat bet
2,semenjak tokopedia gabung sama gojek ada aja penambahan biaya biaya penanganan lah biaya aplikasi lah atau biaya lainn udh pake langganan juga ttp aja kena kocak terlalu kapitalis
5,mantab
5,bnyl produk ori dan cepet pengirimannya
5,bagus
1,sampah
5,topedkecepatan pengiriman bagus
5,jngan ditanya lagi tentang kebagusan aplikasi ini
2,sinyalnya minta ampun selalu sja eror cuman mau masukin barang ke troli aja susah bnget eror terus
5,
5,selalu jadi andalan kalau mau belanja online good job tokped
1,ui paling gaje dikitdikit pindah
5,banyak pilihan pembayaran
1,cs busuk uda mau bangkrut
1,kenapa ya kalo pake expedisi rekomendasi malah paketnya kelempar ke beberapa expedisi bikin lemot aja nyampeknya kurleb udah seminggu lebih paket saya belum nyampe nyampe karena mekanisme nya kalo paket udah dikirim yaudah pake  jasa kirim aja jangan dilempar lempar ke jasa kirim lain masak  paket doang expedisi yg terlibat ada  gajelas
1,gmn ini saya chat tokopedia care tapi tidak di respon sama sekali
1,kocak cs nya pada molor tiap ada kendala ga ada yang jawab satu pun padahal dah terhubung ke cs pantesan terpuruk terus bentar lg ngikutin jejak buka lapak nih toko ijo
2,mau tutup akun koq sistem purapura lemot ya
5,cepat mudah
5,god job
1,woy knapa ini pembayaran gk bisa ganti pake gopay
5,good enough
5,belanja untuk pertama x nya mudahok segalanya
5,baguss
4,oke oke ajaa si cmn buat cicilan pake gopaylater tidak ada pilihan cicilan x hanya ada x dan x ada cicilan x tapi harus daftar tokopedia card sedangkan saya pernah daftar hanya sajaa tidak di accbuat pihak tokped apakah emg gaada ya cicilan x buat pengguna yang gapunya tokopedia card
5,baik
5,mantap
1,payah selalu minta update jika tidak bisa di buka untuk chat cs juga ribet
5,bagus
5,sangat baik
1,minus di tokopedia asuransi pengiriman ga jalan gabisa sesuai estimasi mending shopee ege
4,lumayan bagus
1,gw pesan barang dan pengiriman instant  jam ko lama sampe berhari_harisedangkan barang sedang dibutuhpayah bgt
4,waktu proses barang apakah tidak bisa dipercepat maksimal  hari dari co barang wajib dikirim seller  itu pasti lebih memberikan kepuasan terhadap buyer saya sempat co  hari status pesanan masih diproses seller belum perjalanan ke rumah saya yg biasanya  hari akhirnya saya batalkan karena butuh cepat buat apa ada sistem preorder klo barang ready stock aja bisa di proses berharihari saya juga seller aktif orderan masuk saya kirim hari itu juga kecuali buyer co nya di malam hari
